Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
divorce lawyer white plains,28,28,90,42,13.41,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.92,1580000,"[11,7,17,7,9,9,14,17,9,7,5,4]",2026-04-06,"Local pack, Video, Image, Related searches",commercial,Organic
divorce lawyer white plains,93,93,90,42,13.41,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.92,1580000,"[11,7,17,7,9,9,14,17,9,7,5,4]",2026-04-06,"Local pack, Video, Image, Related searches",commercial,Organic
divorce attorney white plains ny,41,41,110,35,13.41,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.92,1430000,"[100,26,19,80,80,53,42,42,42,19,19,11]",2026-04-23,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce attorney white plains ny,61,61,110,35,13.41,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.92,1430000,"[100,26,19,80,80,53,42,42,42,19,19,11]",2026-04-23,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
the process of getting a divorce,16,16,30,37,1.59,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.46,202000000,"[40,60,40,40,40,100,60,80,60,40,40,40]",2026-03-13,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
the process of getting a divorce,77,77,30,37,1.59,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.46,202000000,"[40,60,40,40,40,100,60,80,60,40,40,40]",2026-03-13,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
high net worth divorce lawyer new york,30,30,70,0,0.00,https://www.tullylegal.com/albany-family/divorce-lawyer/high-net-worth/,0,0,0.00,0.33,153,"[11,11,11,11,11,17,41,64,64,64,82,100]",2026-03-25,"Local pack, Video, Related searches, AI overview",informational,Organic
high net worth divorce lawyer new york,32,32,70,0,0.00,https://www.tullylegal.com/albany-family/divorce-lawyer/high-net-worth/,0,0,0.00,0.33,153,"[11,11,11,11,11,17,41,64,64,64,82,100]",2026-03-25,"Local pack, Video, Related searches, AI overview",informational,Organic
divorce process in the us,82,82,30,,1.21,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.42,150,"[0,0,0,0,0,0,100,71,100,100,71,71]",2026-03-22,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
student loans and divorce,44,44,140,23,6.99,https://www.tullylegal.com/resources/articles/debt-following-divorce-how-your-exs-student-loans-can-follow-you-out-of-your-marriage/,0,0,0.00,0.07,0,"[53,28,43,43,17,28,53,43,35,35,43,43]",2026-03-15,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
after divorce should i change my name,65,65,50,7,0.00,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.02,180,"[71,14,42,71,100,100,100,100,71,100,28,28]",2026-03-17,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
after divorce should i change my name,70,70,50,7,0.00,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.02,180,"[71,14,42,71,100,100,100,100,71,100,28,28]",2026-03-17,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
steps to filing for divorce,28,28,50,29,1.52,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,180,"[42,23,19,33,14,23,33,19,33,23,23,33]",2026-05-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
steps to filing for divorce,69,69,50,29,1.52,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,180,"[42,23,19,33,14,23,33,19,33,23,23,33]",2026-05-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
top new york nyc divorce lawyers,57,57,50,31,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,127,"[9,9,9,9,9,18,81,81,63,100,81,81]",2026-03-21,"Local pack, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
first step to filing for divorce,9,9,40,29,1.92,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.63,36000000,"[33,19,9,9,9,19,19,19,19,19,19,52]",2026-03-22,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
should i change my name after divorce,86,86,70,14,0.00,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.02,176,"[42,42,42,33,33,33,33,33,23,33,23,23]",2026-03-16,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
bronx divorce lawyers,13,13,90,11,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,1120000,"[80,33,100,19,19,19,33,42,42,52,42,52]",2026-03-19,"Local pack, Video, Image, Related searches, Discussions and forums, AI overview",commercial,Organic
albany divorce attorney,17,17,70,27,9.56,https://www.tullylegal.com/albany-family/,0,0,0.00,0.71,1460000,"[65,7,53,26,34,80,15,19,11,19,11,15]",2026-04-28,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
albany divorce attorney,52,52,70,27,9.56,https://www.tullylegal.com/albany-family/divorce-lawyer/,0,0,0.00,0.71,1460000,"[65,7,53,26,34,80,15,19,11,19,11,15]",2026-04-28,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
best scottsdale attorneys military divorce,42,42,40,2,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,118,"[55,55,100,22,11]",2026-03-12,"Local pack, AI overview",commercial,Organic
when going through a divorce should i move out,25,25,30,0,0.70,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.19,216000000,"[100,40,80,60,80,40,80,60,100,80,60,80]",2026-03-26,"Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview","commercial, informational",Organic
high net worth divorce attorney in westchester county,86,86,70,0,0.00,https://www.tullylegal.com/westchester-family/,0,0,0.00,0,333000,"[35,100,100,78,14,0]",2026-04-21,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce laws in new york,63,63,210,28,2.66,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.1,170,"[10,2,2,1,4,20,5,16,7,8,16,4]",2026-03-29,"Sitelinks, Video, Related searches, AI overview",informational,Organic
white plains divorce lawyer,28,28,110,41,13.41,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.92,121,"[6,8,8,22,29,29,35,43,29,22,18,14]",2026-04-08,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
white plains divorce lawyer,58,58,110,41,13.41,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.92,121,"[6,8,8,22,29,29,35,43,29,22,18,14]",2026-04-08,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
survivor benefit plan divorce,16,16,70,12,0.00,https://www.tullylegal.com/resources/articles/survivor-benefit-plan-and-marriage-divorce/,0,0,0.00,0.01,5140000,"[33,33,33,33,33,23,33,23,33,23,23,19]",2026-03-18,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
survivor benefit plan divorce,32,32,70,12,0.00,https://www.tullylegal.com/resources/articles/survivor-benefit-plan-and-marriage-divorce/,0,0,0.00,0.01,5140000,"[33,33,33,33,33,23,33,23,33,23,23,19]",2026-03-18,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
what's the first step in filing for divorce,21,21,30,19,1.35,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.37,193,"[11,11,11,11,11,11,17,23,11,29,23,11]",2026-05-01,"Video, People also ask, Related searches, AI overview",informational,Organic
divorce litigation attorney nyc,36,36,40,54,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,6000000,"[0,0,4,9,9,9,14,19,14,14,100,14]",2026-04-28,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce litigation attorney nyc,51,51,40,54,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,6000000,"[0,0,4,9,9,9,14,19,14,14,100,14]",2026-04-28,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
saratoga divorce mediation attorneys,30,30,50,0,0.00,https://www.tullylegal.com/saratoga-family/,0,0,0.00,0,51600,"[9,36,36,45,36,36,100,100,36,18,18,27]",2026-04-22,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
grounds for divorce in new york state,72,72,90,23,0.54,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.25,69800000,"[66,33,23,23,66,23,33,80,19,52,66,66]",2026-04-25,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
divorce guide,57,57,70,46,2.19,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,217000000,"[12,28,34,28,21,21,15,21,21,12,15,6]",2026-04-29,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
update will after divorce,24,24,40,0,0.00,https://www.tullylegal.com/resources/articles/legal-consequences-of-failing-to-update-a-will-in-new-york-post-divorce/,0,0,0.00,0.03,230000000,"[18,18,100,18,100,100,18,18,18,18,18,18]",2026-04-20,"Video, Discussions and forums, AI overview",informational,Organic
how to file divorce in usa,9,9,70,34,1.30,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.76,155000000,"[41,41,29,29,41,41,23,41,41,41,29,41]",2026-03-22,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to file divorce in usa,57,57,70,34,1.30,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.76,155000000,"[41,41,29,29,41,41,23,41,41,41,29,41]",2026-03-22,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer for federal employees,9,9,40,,0.00,https://www.tullylegal.com/locations/albany-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Albany&utm_content=homepage,0,0,0.00,0.54,26500000,"[22,22,22,22,22,22,44,33,55,77,100,77]",2026-03-13,"Local pack, Video, FAQ, Related searches, Discussions and forums, AI overview",informational,Local pack
divorce lawyer for federal employees,55,55,40,,0.00,https://www.tullylegal.com/legal-services/federal-employment-law/,0,0,0.00,0.54,26500000,"[22,22,22,22,22,22,44,33,55,77,100,77]",2026-03-13,"Local pack, Video, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
divorce records in ny,17,17,30,27,1.02,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.4,146000000,"[0,0,7,0,100,0,0,0,0,3,0,3]",2026-05-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
divorce records in ny,34,34,30,27,1.02,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.4,146000000,"[0,0,7,0,100,0,0,0,0,3,0,3]",2026-05-01,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
divorce lawyers schenectady ny,36,36,50,11,9.69,https://www.tullylegal.com/albany-family/divorce-lawyer/,0,0,0.00,0.9,123,"[100,63,63,100,27,18,9,36,27,36,36,18]",2026-03-31,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
military pension and divorce,20,20,70,9,1.97,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.17,8180000,"[28,28,28,21,28,21,28,21,34,15,15,21]",2026-04-07,"Sitelinks, Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to divorce your husband,87,87,90,33,0.60,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.51,0,"[28,17,17,17,23,23,23,35,28,23,17,17]",2026-03-14,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
changing my last name after divorce,81,81,140,27,0.68,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.32,84000000,"[52,80,80,80,80,52,52,100,66,66,52,52]",2026-03-28,"Sitelinks, Video, Image, Video Carousel, FAQ, Related searches, AI overview",informational,Organic
changing my last name after divorce,94,94,140,27,0.68,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.32,84000000,"[52,80,80,80,80,52,52,100,66,66,52,52]",2026-03-28,"Sitelinks, Video, Image, Video Carousel, FAQ, Related searches, AI overview",informational,Organic
divorce mediation lawyer long island,78,78,70,10,0.00,https://www.tullylegal.com/legal-services/mediation/,0,0,0.00,0.1,0,"[27,36,36,27,27,36,100,81,100,63,63,63]",2026-03-12,"Local pack, Video, Related searches",commercial,Organic
10003 divorce attorney,43,43,40,33,0.00,https://www.tullylegal.com/buffalo-family/divorce-lawyer/,0,0,0.00,0,0,"[0,0,0,0,0,9,63,63,63,81,100,100]",2026-03-12,Local pack,commercial,Organic
how to file for divorce in new york,16,16,90,29,1.56,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.71,208000000,"[15,9,15,9,0,6,12,23,15,9,9,15]",2026-04-07,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to go about a divorce,28,28,140,28,1.98,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.59,0,"[100,64,82,82,64,100,100,100,100,82,82,82]",2026-03-17,"Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
step to divorce,17,17,50,33,0.71,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.46,216000000,"[64,0,14,7,0,35,50,78,78,35,35,35]",2026-04-05,"Video, Video Carousel, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
do it yourself divorce nyc,96,96,40,30,2.39,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.61,12600000,"[18,18,18,18,18,100,18,100,18,18,100,18]",2026-04-21,"Image pack, Video, Related searches, Discussions and forums, AI overview",informational,Organic
military pension divorce,36,36,320,10,1.11,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.21,7740000,"[54,54,66,66,44,54,66,66,66,54,44,35]",2026-04-26,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
divorce lawyers in buffalo,24,24,140,25,5.04,https://www.tullylegal.com/buffalo-family/divorce-lawyer/,0,0,0.00,0.62,123,"[10,17,43,100,23,100,23,17,17,66,23,17]",2026-04-02,"Local pack, Sitelinks, Related searches",commercial,Organic
military divorce retirement benefits attorney,19,19,90,0,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,151,"[3,3,3,0,0,3,43,53,34,100,100,28]",2026-03-25,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer white plains ny,23,23,50,40,13.41,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.92,1460000,"[14,14,23,33,23,19,23,23,19,33,19,9]",2026-04-09,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
divorce lawyer white plains ny,38,38,50,40,13.41,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.92,1460000,"[14,14,23,33,23,19,23,23,19,33,19,9]",2026-04-09,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
divorce lawyer white plains ny,41,41,50,40,13.41,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.92,1460000,"[14,14,23,33,23,19,23,23,19,33,19,9]",2026-04-09,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
divorce lawyer white plains ny,58,58,50,40,13.41,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.92,1460000,"[14,14,23,33,23,19,23,23,19,33,19,9]",2026-04-09,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
are divorce records public in ny,13,13,140,32,0.92,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.18,88300000,"[52,66,52,66,66,52,66,80,66,100,52,52]",2026-03-26,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
are divorce records public in ny,21,21,140,32,0.92,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.18,88300000,"[52,66,52,66,66,52,66,80,66,100,52,52]",2026-03-26,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
white plains divorce lawyers,15,15,30,36,13.41,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.92,1340000,"[40,20,80,40,60,20,80,100,80,80,40,20]",2026-03-21,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
white plains divorce lawyers,36,36,30,36,13.41,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.92,1340000,"[40,20,80,40,60,20,80,100,80,80,40,20]",2026-03-21,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
lawyers handling sensitive divorces family-owned businesses nyc,7,7,40,1,0.00,https://www.tullylegal.com/manhattan-family/,0,0,0.00,0,136,"[33,55,100,100,11,0]",2026-03-12,"Local pack, Video, Related searches, AI overview",informational,Organic
lawyers handling sensitive divorces family-owned businesses nyc,38,38,40,1,0.00,https://www.tullylegal.com/manhattan-family/,0,0,0.00,0,136,"[33,55,100,100,11,0]",2026-03-12,"Local pack, Video, Related searches, AI overview",informational,Organic
no fault divorce attorney,33,33,30,0,5.07,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.24,124,"[28,28,14,14,14,14,71,100,57,57,42,42]",2026-03-25,"Local pack, Sitelinks, Video, Video Carousel, Related searches",commercial,Organic
no fault divorce attorney,91,91,30,0,5.07,https://www.tullylegal.com/brooklyn-family/divorce/,0,0,0.00,0.24,124,"[28,28,14,14,14,14,71,100,57,57,42,42]",2026-03-25,"Local pack, Sitelinks, Video, Video Carousel, Related searches",commercial,Organic
when getting a divorce should i move out,23,23,30,0,2.97,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.26,176,"[50,100,100,75,75,50,75,50,50,50,50,50]",2026-03-22,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to protect myself in a divorce,61,61,140,11,0.62,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.49,45500000,"[100,66,66,66,66,66,52,66,52,52,42,42]",2026-04-29,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to protect myself in a divorce,97,97,140,11,0.62,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.49,45500000,"[100,66,66,66,66,66,52,66,52,52,42,42]",2026-04-29,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce records new york city,15,15,30,40,1.02,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.4,99800000,"[0,0,0,0,0,100,0,0,0,19,0,0]",2026-04-18,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
military spouse rights in divorce,92,92,50,10,2.50,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.41,30400000,"[29,41,29,29,41,41,41,41,41,29,17,11]",2026-04-01,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyers for military suffolk,45,45,30,0,11.63,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.05,143,"[25,50,75,50,50,0,100,100,100,75,100,75]",2026-04-30,"Local pack, Video, People also ask, AI overview",informational,Organic
divorce lawyers for military suffolk,61,61,30,0,11.63,https://www.tullylegal.com/albany-divorce/military-divorce/,0,0,0.00,0.05,143,"[25,50,75,50,50,0,100,100,100,75,100,75]",2026-04-30,"Local pack, Video, People also ask, AI overview",informational,Organic
divorce lawyers for military suffolk,75,75,30,0,11.63,https://www.tullylegal.com/albany-divorce/military-divorce/,0,0,0.00,0.05,143,"[25,50,75,50,50,0,100,100,100,75,100,75]",2026-04-30,"Local pack, Video, People also ask, AI overview",informational,Organic
new york city divorce attorney,42,42,170,50,11.99,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.52,43300000,"[5,7,7,5,9,5,72,26,21,17,21,17]",2026-04-20,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
10/10 rule military divorce,75,75,30,9,1.18,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.08,231000,"[63,18,63,18,18,18,36,36,9,18,18,18]",2026-03-22,"Sitelinks, Video, Related searches, Short videos, AI overview",informational,Organic
divorce attorney troy ny,43,43,40,4,11.21,https://www.tullylegal.com/albany-family/,0,0,0.00,0.39,108,"[18,18,100,100,100,18,18,18,18,18,18,18]",2026-04-09,"Local pack, Video, Image",commercial,Organic
divorce attorney troy ny,61,61,40,4,11.21,https://www.tullylegal.com/albany-family/divorce-lawyer/,0,0,0.00,0.39,108,"[18,18,100,100,100,18,18,18,18,18,18,18]",2026-04-09,"Local pack, Video, Image",commercial,Organic
divorce attorney troy ny,74,74,40,4,11.21,https://www.tullylegal.com/saratoga-family/,0,0,0.00,0.39,108,"[18,18,100,100,100,18,18,18,18,18,18,18]",2026-04-09,"Local pack, Video, Image",commercial,Organic
divorce attorney troy ny,85,85,40,4,11.21,https://www.tullylegal.com/albany-family/divorce-lawyer/,0,0,0.00,0.39,108,"[18,18,100,100,100,18,18,18,18,18,18,18]",2026-04-09,"Local pack, Video, Image",commercial,Organic
process to file for divorce,7,7,30,31,1.57,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.53,175,"[55,33,33,22,44,33,33,44,33,22,22,33]",2026-03-23,"Video, Related searches, AI overview",informational,Organic
process to file for divorce,28,28,30,31,1.57,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.53,175,"[55,33,33,22,44,33,33,44,33,22,22,33]",2026-03-23,"Video, Related searches, AI overview",informational,Organic
divorce attorneys in westchester,57,57,70,46,0.00,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,1,0,"[5,28,35,5,0,100,2,2,0,7,0,5]",2026-03-16,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
divorce lawyer near new york ny,73,73,50,50,14.72,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.79,31400000,"[34,34,11,19,26,19,15,19,15,7,11,7]",2026-04-10,"Local pack, Related searches, Discussions and forums",commercial,Organic
new york state uncontested divorce process,10,10,30,30,2.90,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.48,144,"[28,28,28,28,28,28,57,71,42,57,42,42]",2026-03-25,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
quick divorce in ny,52,52,140,30,2.82,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.86,133,"[80,66,100,80,66,66,66,80,66,52,66,66]",2026-04-16,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
quick divorce in ny,63,63,140,30,2.82,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.86,133,"[80,66,100,80,66,66,66,80,66,52,66,66]",2026-04-16,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyers albany ga,61,61,90,6,2.55,https://www.tullylegal.com/albany-family/,0,0,0.00,0.45,339000,"[64,52,64,64,52,17,52,29,52,64,52,52]",2026-04-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
divorce process in usa,74,74,70,36,1.21,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.42,154000000,"[100,63,81,45,63,63,63,63,63,63,45,63]",2026-03-22,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to protect assets in divorce,17,17,70,2,1.80,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.3,150,"[11,53,42,19,19,26,26,26,19,19,26,26]",2026-03-23,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
steps for filing a divorce,25,25,30,27,1.52,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,173,"[0,75,50,50,75,25,100,75,100,50,75,100]",2026-05-01,"Video, People also ask, Related searches, AI overview",informational,Organic
steps for filing a divorce,33,33,30,27,1.52,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,173,"[0,75,50,50,75,25,100,75,100,50,75,100]",2026-05-01,"Video, People also ask, Related searches, AI overview",informational,Organic
divorce lawyers westchester county ny,55,55,50,46,10.95,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.84,1510000,"[17,52,29,5,29,100,17,41,5,23,29,5]",2026-04-02,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
carroll gardens uncontested divorce family lawyers,65,65,50,0,0.00,https://www.tullylegal.com/brooklyn-family/,0,0,0.00,0,34700,"[14,42,71,100,100,100]",2026-04-15,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
if i file for divorce who moves out,15,15,30,1,0.98,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.29,160000000,"[57,28,28,28,28,28,28,42,57,42,28,42]",2026-03-25,"Sitelinks, Video, Related searches, AI overview",informational,Organic
if i file for divorce who moves out,23,23,30,1,0.98,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.29,160000000,"[57,28,28,28,28,28,28,42,57,42,28,42]",2026-03-25,"Sitelinks, Video, Related searches, AI overview",informational,Organic
top new york nyc divorce attorney,49,49,50,30,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,144,"[9,9,9,0,9,18,63,81,63,100,81,81]",2026-03-21,"Local pack, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
divorce law nyc,88,88,480,37,6.43,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.27,40800000,"[0,100,0,0,0,0,0,0,0,1,2,0]",2026-04-12,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce law nyc,92,92,480,37,6.43,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.27,40800000,"[0,100,0,0,0,0,0,0,0,1,2,0]",2026-04-12,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
